S(t-1),S(t)
1.8,1.5
1.5,1.3
1.3,1.3
1.3,1.3
1.3,1.3
1.3,1.4
1.4,1.2
1.2,1.2
1.2,1.1
1.1,0.8
0.8,1.1
1.1,0.8
0.8,0.7
0.7,1.0
1.0,0.8
0.8,0.7
0.7,4.3
4.3,48.7
48.7,13.7
13.7,44.1
44.1,7.1
7.1,2.3
2.3,1.6
1.6,1.3
1.3,48.8
48.8,248.3
248.3,10.4
10.4,4.0
4.0,2.6
2.6,2.0
2.0,1.6
1.6,1.3
1.3,1.2
1.2,1.0
1.0,1.1
1.1,1.0
1.0,1.0
1.0,1.2
1.2,1.2
1.2,1.7
1.7,1.6
1.6,1.5
1.5,1.4
1.4,1.4
1.4,1.5
1.5,1.7
1.7,1.7
1.7,1.7
1.7,1.8
1.8,1.7
1.7,1.7
1.7,2.4
2.4,4.2
4.2,2.7
2.7,2.1
2.1,1.8
1.8,1.6
1.6,1.5
1.5,1.4
1.4,1.3
1.3,1.2
1.2,1.1
1.1,1.0
1.0,0.9
0.9,0.8
0.8,0.8
0.8,0.7
0.7,0.8
0.8,0.9
0.9,0.8
0.8,0.7
0.7,0.6
0.6,0.6
0.6,0.6
0.6,6.1
6.1,51.7
51.7,7.5
7.5,3.9
3.9,4.8
4.8,2.7
2.7,2.1
2.1,4.0
4.0,12.5
12.5,46.1
46.1,8.1
8.1,3.9
3.9,2.9
2.9,2.2
2.2,6.1
6.1,3.8
3.8,2.2
2.2,1.9
1.9,1.5
1.5,1.4
1.4,1.4
1.4,1.4
1.4,1.5
1.5,1.6
1.6,1.5
1.5,1.3
1.3,1.3
1.3,1.2
1.2,3.8
3.8,255.2
255.2,181.4
181.4,49.8
49.8,10.6
10.6,6.2
6.2,8.7
8.7,8.1
8.1,4.5
4.5,3.5
3.5,3.1
3.1,2.4
2.4,2.3
2.3,2.1
2.1,1.8
1.8,1.9
1.9,1.6
1.6,1.4
1.4,1.3
1.3,1.2
1.2,1.1
1.1,1.1
1.1,1.2
1.2,1.2
1.2,1.1
1.1,1.0
1.0,0.9
0.9,0.9
0.9,0.9
0.9,0.8
0.8,0.9
0.9,0.9
0.9,0.8
0.8,0.9
0.9,1.0
1.0,1.0
1.0,0.9
0.9,0.8
0.8,0.7
0.7,0.7
0.7,0.7
0.7,0.7
0.7,0.8
0.8,0.8
0.8,1.1
1.1,1.5
1.5,1.1
1.1,1.0
1.0,1.1
1.1,1.0
1.0,1.2
1.2,1.6
1.6,2.1
2.1,30.9
30.9,10.6
10.6,3.0
3.0,1.9
1.9,1.4
1.4,1.1
1.1,1.1
1.1,1.4
1.4,1.6
1.6,1.6
1.6,2.4
2.4,2.8
2.8,3.2
3.2,2.8
2.8,2.1
2.1,1.3
1.3,1.3
1.3,1.9
1.9,2.6
2.6,3.2
3.2,3.3
3.3,3.3
3.3,3.4
3.4,3.5
3.5,2.8
2.8,2.8
2.8,2.4
2.4,3.8
3.8,120.7
120.7,186.2
186.2,30.6
30.6,18.5
18.5,11.0
11.0,8.9
8.9,5.4
5.4,4.3
4.3,3.9
3.9,3.8
3.8,4.3
4.3,4.5
4.5,4.2
4.2,3.9
3.9,4.1
4.1,3.9
3.9,4.0
4.0,2.7
2.7,3.0
3.0,2.9
2.9,2.3
2.3,2.2
2.2,2.4
2.4,2.3
2.3,2.4
2.4,2.3
2.3,2.2
2.2,2.1
2.1,2.2
2.2,8.6
8.6,4.7
4.7,2.3
2.3,2.3
2.3,2.1
2.1,1.8
1.8,2.8
2.8,1.9
1.9,2.0
2.0,1.7
1.7,1.7
1.7,1.8
1.8,1.9
1.9,1.9
1.9,2.0
2.0,6.3
6.3,2.4
2.4,2.2
2.2,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.0
2.0,2.0
2.0,2.0
2.0,2.4
2.4,3.0
3.0,2.0
2.0,1.6
1.6,1.5
1.5,1.7
1.7,1.5
1.5,1.5
1.5,1.7
1.7,1.6
1.6,1.5
1.5,1.6
1.6,1.5
1.5,14.3
14.3,5.4
5.4,8.0
8.0,2.6
2.6,2.0
2.0,1.9
1.9,2.0
2.0,2.0
2.0,1.9
1.9,1.8
1.8,1.7
1.7,2.0
2.0,1.9
1.9,1.9
1.9,1.8
1.8,2.4
2.4,8.8
8.8,4.2
4.2,2.4
2.4,1.9
1.9,1.8
1.8,2.3
2.3,2.8
2.8,1.9
1.9,1.6
1.6,1.4
1.4,1.4
1.4,1.3
1.3,1.3
1.3,1.6
1.6,1.3
1.3,1.8
1.8,1.3
1.3,1.3
1.3,1.2
1.2,1.2
1.2,1.3
1.3,1.6
1.6,1.8
1.8,1.4
1.4,1.2
1.2,1.4
1.4,1.4
1.4,1.5
1.5,1.5
1.5,2.0
2.0,6.7
6.7,1.4
1.4,1.6
1.6,1.2
1.2,1.3
1.3,1.5
1.5,1.1
1.1,0.9
0.9,0.8
0.8,0.8
0.8,0.7
0.7,0.6
0.6,0.5
0.5,0.4
0.4,0.4
0.4,0.3
0.3,0.3
0.3,0.4
0.4,0.4
0.4,0.4
0.4,0.3
0.3,0.3
0.3,0.4
0.4,1.0
1.0,5.3
5.3,2.6
2.6,1.9
1.9,1.1
1.1,0.9
0.9,0.9
0.9,0.8
0.8,0.7
0.7,0.7
0.7,1.4
1.4,0.8
0.8,0.7
0.7,0.7
0.7,0.7
0.7,0.7
0.7,0.7
0.7,0.7
0.7,0.9
0.9,0.7
0.7,0.8
0.8,0.5
0.5,0.9
0.9,0.7
0.7,0.8
0.8,0.6
0.6,0.5
0.5,0.5
0.5,0.4
0.4,0.5
0.5,0.5
0.5,1.6
1.6,0.8
0.8,0.6
0.6,0.7
0.7,0.7
0.7,1.5
1.5,1.0
1.0,1.1
1.1,1.5
1.5,0.7
0.7,0.6
0.6,0.7
0.7,0.6
0.6,0.5
0.5,0.6
0.6,0.7
0.7,0.5
0.5,0.5
0.5,0.6
0.6,0.4
0.4,0.4
0.4,0.5
0.5,0.9
0.9,0.9
0.9,1.9
1.9,2.2
2.2,0.6
0.6,0.3
0.3,0.3
0.3,1.4
1.4,5.5
5.5,2.1
2.1,1.6
1.6,0.9
0.9,0.6
0.6,0.5
0.5,0.4
0.4,0.4
0.4,0.5
0.5,0.5
0.5,0.4
0.4,0.4
0.4,0.4
0.4,0.4
0.4,0.3
0.3,0.3
0.3,0.4
0.4,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.2
0.2,0.2
0.2,0.3
0.3,0.3
0.3,0.2
0.2,0.2
0.2,0.3
0.3,0.2
0.2,0.2
0.2,0.4
0.4,1.6
1.6,1.5
1.5,1.5
1.5,7.7
7.7,3.8
3.8,235.2
235.2,55.6
55.6,8.5
8.5,4.1
4.1,3.0
3.0,2.7
2.7,2.8
2.8,2.9
2.9,2.8
2.8,3.3
3.3,60.3
60.3,343.1
343.1,122.4
122.4,14.0
14.0,7.0
7.0,4.4
4.4,3.1
3.1,2.4
2.4,1.9
1.9,1.8
1.8,2.1
2.1,2.0
2.0,4.9
4.9,6.6
6.6,3.9
3.9,2.6
2.6,2.0
2.0,1.9
1.9,2.3
2.3,2.2
2.2,1.9
1.9,1.6
1.6,2.0
2.0,1.7
1.7,1.4
1.4,1.3
1.3,1.2
1.2,1.1
1.1,1.0
1.0,1.0
1.0,0.9
0.9,0.9
0.9,0.9
0.9,0.8
0.8,0.8
0.8,0.9
0.9,0.9
0.9,1.0
1.0,1.5
1.5,3.8
3.8,2.1
2.1,1.3
1.3,23.4
23.4,46.0
46.0,24.9
24.9,12.2
12.2,5.3
5.3,3.6
3.6,2.4
2.4,2.0
2.0,1.8
1.8,1.5
1.5,1.3
1.3,1.8
1.8,1.1
1.1,1.4
1.4,10.6
10.6,12.3
12.3,5.8
5.8,6.0
6.0,4.4
4.4,2.6
2.6,10.8
10.8,28.8
28.8,15.7
15.7,6.6
6.6,4.3
4.3,3.5
3.5,4.7
4.7,3.6
3.6,3.3
3.3,43.2
43.2,86.0
86.0,9.8
9.8,6.0
6.0,4.3
4.3,19.4
19.4,9.3
9.3,4.8
4.8,3.2
3.2,3.0
3.0,2.7
2.7,2.4
2.4,265.3
265.3,78.1
78.1,17.3
17.3,10.1
10.1,5.9
5.9,4.3
4.3,3.6
3.6,3.4
3.4,3.2
3.2,3.0
3.0,4.3
4.3,8.6
8.6,4.5
4.5,3.6
3.6,4.8
4.8,4.1
4.1,3.1
3.1,2.3
2.3,1.8
1.8,1.7
1.7,1.6
1.6,1.5
1.5,1.3
1.3,1.8
1.8,1.3
1.3,1.2
1.2,1.2
1.2,1.1
1.1,1.1
1.1,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.2
1.2,1.0
1.0,0.9
0.9,2.7
2.7,1.8
1.8,4.6
4.6,5.4
5.4,2.7
2.7,1.7
1.7,1.3
1.3,1.2
1.2,1.1
1.1,1.0
1.0,0.9
0.9,1.0
1.0,0.9
0.9,0.8
0.8,0.7
0.7,0.8
0.8,1.1
1.1,0.9
0.9,0.8
0.8,6.9
6.9,4.2
4.2,1.5
1.5,1.1
1.1,1.0
1.0,0.9
0.9,0.8
0.8,0.8
0.8,0.7
0.7,2.1
2.1,2.0
2.0,1.0
1.0,1.1
1.1,1.0
1.0,0.8
0.8,0.7
0.7,0.7
0.7,1.0
1.0,0.7
0.7,0.6
0.6,0.6
0.6,0.6
0.6,0.6
0.6,0.6
0.6,0.6
0.6,0.7
0.7,0.9
0.9,0.9
0.9,0.7
0.7,1.0
1.0,1.8
1.8,1.0
1.0,1.0
1.0,0.9
0.9,1.0
1.0,0.9
0.9,2.1
2.1,14.3
14.3,3.5
3.5,1.7
1.7,1.4
1.4,1.2
1.2,1.3
1.3,2.9
2.9,2.1
2.1,11.2
11.2,20.8
20.8,21.7
21.7,9.5
9.5,3.6
3.6,16.3
16.3,2.7
2.7,3.2
3.2,58.9
58.9,4.1
4.1,2.3
2.3,5.6
5.6,15.1
15.1,3.7
3.7,2.8
2.8,2.4
2.4,32.1
32.1,21.0
21.0,4.1
4.1,2.6
2.6,2.3
2.3,2.0
2.0,1.8
1.8,1.7
1.7,1.7
1.7,2.4
2.4,2.3
2.3,2.1
2.1,1.8
1.8,1.6
1.6,1.5
1.5,1.6
1.6,1.7
1.7,1.3
1.3,1.3
1.3,1.3
1.3,1.3
1.3,1.2
1.2,1.1
1.1,1.1
1.1,1.1
1.1,1.7
1.7,2.9
2.9,10.1
10.1,2.9
2.9,1.3
1.3,1.5
1.5,1.3
1.3,1.1
1.1,1.0
1.0,1.2
1.2,1.2
1.2,3.6
3.6,5.4
5.4,2.6
2.6,1.6
1.6,3.9
3.9,5.9
5.9,2.1
2.1,1.2
1.2,5.0
5.0,2.6
2.6,1.3
1.3,1.3
1.3,1.3
1.3,13.6
13.6,2.8
2.8,1.4
1.4,1.1
1.1,1.2
1.2,1.1
1.1,1.0
1.0,0.9
0.9,0.9
0.9,0.9
0.9,0.8
0.8,0.8
0.8,0.8
0.8,0.8
0.8,0.7
0.7,0.7
0.7,1.4
1.4,0.8
0.8,0.7
0.7,0.7
0.7,0.6
0.6,0.6
0.6,0.5
0.5,0.6
0.6,0.5
0.5,0.5
0.5,0.4
0.4,0.4
0.4,0.4
0.4,0.4
0.4,0.4
0.4,1.9
1.9,0.9
0.9,0.6
0.6,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.4
0.4,0.5
0.5,0.6
0.6,0.5
0.5,0.6
0.6,2.9
2.9,8.7
8.7,4.6
4.6,1.4
1.4,0.7
0.7,0.6
0.6,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.6
0.6,0.6
0.6,0.6
0.6,0.8
0.8,0.4
0.4,0.7
0.7,0.8
0.8,0.5
0.5,0.4
0.4,0.4
0.4,0.5
0.5,0.4
0.4,0.6
0.6,0.7
0.7,0.6
0.6,0.4
0.4,0.3
0.3,0.3
0.3,0.6
0.6,1.3
1.3,3.7
3.7,1.5
1.5,0.9
0.9,0.8
0.8,1.5
1.5,1.3
1.3,0.6
0.6,0.6
0.6,0.5
0.5,0.4
0.4,0.4
0.4,0.4
0.4,0.4
0.4,0.5
0.5,0.4
0.4,0.5
0.5,0.5
0.5,0.4
0.4,0.4
0.4,0.4
0.4,0.7
0.7,1.4
1.4,2.4
2.4,0.9
0.9,0.5
0.5,0.4
0.4,5.5
5.5,15.4
15.4,10.4
10.4,21.4
21.4,12.5
12.5,4.1
4.1,1.8
1.8,1.4
1.4,1.1
1.1,1.0
1.0,0.9
0.9,0.8
0.8,0.6
0.6,0.6
0.6,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.4
0.4,0.4
0.4,0.4
0.4,0.3
0.3,0.3
0.3,0.3
0.3,0.4
0.4,0.4
0.4,0.8
0.8,1.2
1.2,2.4
2.4,1.1
1.1,0.7
0.7,0.5
0.5,0.5
0.5,0.4
0.4,0.4
0.4,0.4
0.4,0.4
0.4,0.4
0.4,0.4
0.4,0.7
0.7,1.2
1.2,1.7
1.7,1.0
1.0,0.8
0.8,0.6
0.6,0.5
0.5,0.4
0.4,0.4
0.4,0.4
0.4,0.3
0.3,0.4
0.4,0.4
0.4,0.4
0.4,0.4
0.4,0.4
0.4,0.3
0.3,0.3
0.3,0.4
0.4,0.5
0.5,0.5
0.5,0.4
0.4,0.4
0.4,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.3
0.3,0.3
0.3,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.6
0.6,1.2
1.2,1.1
1.1,0.7
0.7,0.6
0.6,0.6
0.6,0.5
0.5,0.5
0.5,0.4
0.4,0.3
0.3,0.6
0.6,0.5
0.5,0.5
0.5,5.0
5.0,15.5
15.5,17.4
17.4,28.9
28.9,225.8
225.8,77.8
77.8,58.3
58.3,20.7
20.7,7.1
7.1,4.3
4.3,2.5
2.5,2.4
2.4,3.0
3.0,3.8
3.8,2.7
2.7,1.6
1.6,1.3
1.3,2.9
2.9,5.2
5.2,2.5
2.5,7.6
7.6,8.7
8.7,3.2
3.2,1.8
1.8,1.4
1.4,1.5
1.5,1.3
1.3,1.1
1.1,1.0
1.0,6.4
6.4,55.0
55.0,12.4
12.4,4.4
4.4,4.2
4.2,3.9
3.9,3.0
3.0,2.6
2.6,2.2
2.2,2.0
2.0,1.7
1.7,1.6
1.6,1.7
1.7,1.6
1.6,1.6
1.6,1.7
1.7,1.6
1.6,1.5
1.5,1.6
1.6,1.5
1.5,1.4
1.4,1.3
1.3,1.3
1.3,1.2
1.2,1.1
1.1,1.1
1.1,1.1
1.1,1.2
1.2,1.1
1.1,1.1
1.1,1.2
1.2,1.3
1.3,1.2
1.2,1.1
1.1,1.1
1.1,1.3
1.3,1.2
1.2,1.1
1.1,1.0
1.0,1.6
1.6,1.4
1.4,1.2
1.2,1.1
1.1,1.0
1.0,0.9
0.9,1.5
1.5,1.4
1.4,1.6
1.6,1.7
1.7,1.2
1.2,1.1
1.1,1.0
1.0,1.0
1.0,1.0
1.0,0.9
0.9,1.0
1.0,1.1
1.1,1.5
1.5,1.9
1.9,1.1
1.1,0.9
0.9,0.9
0.9,0.8
0.8,2.8
2.8,1.2
1.2,1.0
1.0,0.9
0.9,0.8
0.8,0.7
0.7,0.8
0.8,0.7
0.7,0.7
0.7,0.6
0.6,0.7
0.7,0.8
0.8,0.6
0.6,0.6
0.6,0.7
0.7,5.5
5.5,1.7
1.7,1.3
1.3,1.7
1.7,1.0
1.0,0.8
0.8,1.5
1.5,0.8
0.8,0.7
0.7,0.7
0.7,0.6
0.6,0.6
0.6,0.6
0.6,0.6
0.6,0.6
0.6,0.6
0.6,0.6
0.6,0.6
0.6,0.7
0.7,2.0
2.0,0.7
0.7,0.6
0.6,0.6
0.6,0.6
0.6,0.7
0.7,1.2
1.2,1.0
1.0,0.6
0.6,0.6
0.6,0.6
0.6,0.6
0.6,0.5
0.5,0.5
0.5,0.8
0.8,0.6
0.6,0.5
0.5,0.8
0.8,2.0
2.0,1.1
1.1,1.2
1.2,0.7
0.7,4.4
4.4,1.3
1.3,0.8
0.8,0.7
0.7,0.6
0.6,3.5
3.5,1.2
1.2,0.7
0.7,0.7
0.7,1.0
1.0,1.5
1.5,1.9
1.9,2.0
2.0,1.2
1.2,0.9
0.9,0.7
0.7,1.0
1.0,0.7
0.7,1.2
1.2,0.9
0.9,0.8
0.8,0.7
0.7,0.6
0.6,0.6
0.6,0.5
0.5,0.7
0.7,4.2
4.2,8.3
8.3,1.5
1.5,0.8
0.8,0.7
0.7,0.7
0.7,1.6
1.6,0.9
0.9,0.7
0.7,2.1
2.1,0.9
0.9,0.7
0.7,0.6
0.6,0.5
0.5,0.5
0.5,0.6
0.6,2.1
2.1,0.8
0.8,0.6
0.6,0.5
0.5,0.4
0.4,0.7
0.7,2.3
2.3,1.2
1.2,1.5
1.5,0.8
0.8,0.6
0.6,0.4
0.4,0.4
0.4,0.4
0.4,0.5
0.5,0.5
0.5,0.5
0.5,0.4
0.4,0.5
0.5,3.8
3.8,3.5
3.5,1.4
1.4,1.0
1.0,1.2
1.2,1.0
1.0,0.8
0.8,0.7
0.7,0.6
0.6,0.6
0.6,0.5
0.5,0.5
0.5,0.5
0.5,0.4
0.4,0.4
0.4,0.5
0.5,0.5
0.5,0.7
0.7,0.6
0.6,2.6
2.6,1.6
1.6,1.0
1.0,0.9
0.9,1.2
1.2,2.0
2.0,2.6
2.6,1.4
1.4,1.3
1.3,1.3
1.3,1.2
1.2,1.0
1.0,0.8
0.8,0.7
0.7,0.7
0.7,0.6
0.6,0.7
0.7,0.7
0.7,0.8
0.8,1.0
1.0,0.9
0.9,0.9
0.9,0.9
0.9,0.9
0.9,1.6
1.6,1.7
1.7,7.8
7.8,8.9
8.9,2.2
2.2,1.0
1.0,0.7
0.7,0.5
0.5,0.4
0.4,0.5
0.5,2.3
2.3,1.1
1.1,0.8
0.8,1.1
1.1,0.8
0.8,3.5
3.5,11.0
11.0,5.1
5.1,3.6
3.6,2.1
2.1,2.1
2.1,1.7
1.7,1.4
1.4,1.3
1.3,1.4
1.4,2.7
2.7,7.7
7.7,2.0
2.0,1.3
1.3,4.2
4.2,7.4
7.4,1.9
1.9,30.1
30.1,18.2
18.2,3.3
3.3,1.9
1.9,1.5
1.5,1.2
1.2,1.1
1.1,1.2
1.2,2.0
2.0,1.8
1.8,4.1
4.1,2.9
2.9,1.4
1.4,5.0
5.0,15.8
15.8,4.5
4.5,7.8
7.8,5.1
5.1,3.0
3.0,1.9
1.9,1.5
1.5,1.2
1.2,1.1
1.1,2.0
2.0,11.5
11.5,5.2
5.2,38.1
38.1,18.4
18.4,5.7
5.7,3.2
3.2,2.5
2.5,2.0
2.0,1.8
1.8,113.2
113.2,98.5
98.5,42.1
42.1,659.4
659.4,83.6
83.6,22.6
22.6,15.9
15.9,9.8
9.8,6.7
6.7,5.4
5.4,4.7
4.7,3.9
3.9,3.4
3.4,3.5
3.5,2.8
2.8,2.4
2.4,25.3
25.3,16.3
16.3,11.8
11.8,14.1
14.1,5.4
5.4,4.0
4.0,3.1
3.1,3.3
3.3,23.4
23.4,23.2
23.2,11.3
11.3,7.4
7.4,7.5
7.5,11.8
11.8,12.5
12.5,10.9
10.9,35.3
35.3,14.1
14.1,7.0
7.0,5.0
5.0,3.8
3.8,3.5
3.5,3.2
3.2,2.8
2.8,2.6
2.6,2.4
2.4,2.3
2.3,2.3
2.3,2.3
2.3,2.5
2.5,2.1
2.1,2.1
2.1,2.0
2.0,1.7
1.7,1.6
1.6,1.6
1.6,1.6
1.6,1.4
1.4,1.4
1.4,1.4
1.4,1.4
1.4,1.8
1.8,1.4
1.4,1.2
1.2,1.2
1.2,1.2
1.2,1.3
1.3,1.3
1.3,1.1
1.1,1.2
1.2,1.3
1.3,1.9
1.9,1.2
1.2,1.4
1.4,2.1
2.1,53.6
53.6,22.1
22.1,10.9
10.9,4.7
4.7,3.5
3.5,4.1
4.1,2.4
2.4,2.1
2.1,1.7
1.7,1.6
1.6,1.5
1.5,1.4
1.4,1.6
1.6,1.8
1.8,1.6
1.6,1.4
1.4,1.5
1.5,5.4
5.4,2.9
2.9,2.1
2.1,2.0
2.0,2.1
2.1,1.8
1.8,1.6
1.6,1.6
1.6,1.6
1.6,1.3
1.3,1.3
1.3,1.2
1.2,1.2
1.2,3.7
3.7,2.4
2.4,1.5
1.5,1.4
1.4,1.3
1.3,1.3
1.3,1.4
1.4,1.2
1.2,1.1
1.1,1.3
1.3,1.1
1.1,1.0
1.0,1.5
1.5,2.7
2.7,1.4
1.4,1.2
1.2,1.1
1.1,1.4
1.4,1.2
1.2,1.3
1.3,1.2
1.2,1.1
1.1,1.1
1.1,1.0
1.0,1.0
1.0,1.1
1.1,0.8
0.8,0.7
0.7,0.7
0.7,1.0
1.0,1.4
1.4,1.4
1.4,24.1
24.1,4.1
4.1,1.5
1.5,2.3
2.3,1.5
1.5,1.3
1.3,2.4
2.4,6.3
6.3,1.7
1.7,1.4
1.4,102.0
102.0,186.8
186.8,20.5
20.5,4.6
4.6,3.2
3.2,2.4
2.4,2.2
2.2,4.5
4.5,1065.7
1065.7,780.9
780.9,19.3
19.3,6.4
6.4,3.7
3.7,2.9
2.9,2.5
2.5,2.3
2.3,2.3
2.3,2.5
2.5,6.5
6.5,4.4
4.4,28.1
28.1,4.9
4.9,2.7
2.7,2.1
2.1,2.0
2.0,2.0
2.0,1.8
1.8,1.7
1.7,1.7
1.7,1.6
1.6,1.8
1.8,1.8
1.8,1.5
1.5,1.4
1.4,1.3
1.3,1.3
1.3,1.5
1.5,1.5
1.5,1.2
1.2,1.2
1.2,1.2
1.2,1.1
1.1,1.1
1.1,1.1
1.1,2.2
2.2,1.1
1.1,1.0
1.0,1.0
1.0,1.2
1.2,1.8
1.8,1.6
1.6,1.0
1.0,0.9
0.9,1.1
1.1,1.2
1.2,1.1
1.1,0.9
0.9,0.7
0.7,0.8
0.8,0.7
0.7,0.9
0.9,0.8
0.8,0.7
0.7,0.6
0.6,0.6
0.6,0.6
0.6,0.5
0.5,1.1
1.1,0.5
0.5,0.4
0.4,0.5
0.5,0.4
0.4,0.5
0.5,0.4
0.4,0.5
0.5,0.8
0.8,0.6
0.6,0.4
0.4,0.5
0.5,0.4
0.4,0.4
0.4,0.4
0.4,0.3
0.3,0.5
0.5,0.4
0.4,0.5
0.5,0.4
0.4,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.4
0.4,0.5
0.5,0.4
0.4,0.4
0.4,0.6
0.6,0.4
0.4,0.4
0.4,4.1
4.1,1.1
1.1,0.5
0.5,0.5
0.5,1.3
1.3,0.9
0.9,0.7
0.7,0.6
0.6,0.6
0.6,1.0
1.0,0.7
0.7,0.3
0.3,0.4
0.4,0.3
0.3,0.4
0.4,0.8
0.8,0.4
0.4,0.4
0.4,0.3
0.3,0.5
