SSL(t-1),SSL(t),q(t-1),q(t)
0.7,0.7,0.6,0.6
0.7,0.4,0.6,0.4
0.4,0.5,0.4,0.5
0.5,0.5,0.5,0.5
0.5,0.5,0.5,0.6
0.5,0.5,0.6,0.5
0.5,0.4,0.5,0.5
0.4,0.4,0.5,0.6
0.4,0.3,0.6,0.5
0.3,0.5,0.5,0.5
0.5,0.5,0.5,0.6
0.5,0.5,0.6,0.5
0.5,0.4,0.5,0.5
0.4,0.5,0.5,0.7
0.5,0.5,0.7,0.7
0.5,0.3,0.7,0.5
0.3,0.2,0.5,0.3
0.2,0.4,0.3,0.5
0.4,0.2,0.5,0.4
0.2,0.1,0.4,0.4
0.1,0.2,0.4,0.5
0.2,0.2,0.5,0.5
0.2,0.2,0.5,0.5
0.2,0.2,0.5,0.5
0.2,0.2,0.5,0.5
0.2,0.5,0.5,0.7
0.5,0.5,0.7,0.9
0.5,0.3,0.9,0.6
0.3,0.4,0.6,0.7
0.4,0.4,0.7,0.8
0.4,0.5,0.8,1
0.5,0.4,1,0.8
0.4,0.3,0.8,0.7
0.3,0.3,0.7,0.7
0.3,0.2,0.7,0.8
0.2,0.2,0.8,0.6
0.2,0.2,0.6,0.6
0.2,0.3,0.6,0.5
0.3,0.4,0.5,0.6
0.4,0.3,0.6,0.6
0.3,0.5,0.6,0.7
0.5,0.4,0.7,0.8
0.4,0.3,0.8,0.6
0.3,0.3,0.6,0.7
0.3,0.3,0.7,0.6
0.3,0.3,0.6,0.6
0.3,0.4,0.6,0.8
0.4,0.3,0.8,0.8
0.3,0.2,0.8,0.6
0.2,0.2,0.6,0.7
0.2,0.2,0.7,0.7
0.2,0.2,0.7,0.6
0.2,0.2,0.6,0.6
0.2,0.2,0.6,0.7
0.2,0.3,0.7,0.6
0.3,0.3,0.6,0.7
0.3,0.3,0.7,0.7
0.3,0.2,0.7,0.7
0.2,0.3,0.7,0.7
0.3,0.2,0.7,0.6
0.2,0.2,0.6,0.6
0.2,0.2,0.6,0.6
0.2,0.2,0.6,0.7
0.2,0.8,0.7,1.3
0.8,1,1.3,1.3
1,64.3,1.3,6.8
64.3,33.3,6.8,6.7
33.3,4.5,6.7,3
4.5,1.2,3,1.7
1.2,1.1,1.7,1.6
1.1,2,1.6,2.3
2,23.1,2.3,6.2
23.1,7.1,6.2,4.3
7.1,1.9,4.3,2.5
1.9,1,2.5,1.9
1,0.8,1.9,1.6
0.8,0.5,1.6,1.3
0.5,0.4,1.3,1.1
0.4,0.3,1.1,1.1
0.3,0.3,1.1,1
0.3,0.3,1,1.1
0.3,0.4,1.1,1
0.4,0.5,1,1.3
0.5,25.8,1.3,3.9
25.8,63.2,3.9,8.5
63.2,7.4,8.5,4.8
7.4,69.2,4.8,10.4
69.2,11.5,10.4,5.6
11.5,3,5.6,3.1
3,1.9,3.1,2.4
1.9,1.8,2.4,2.1
1.8,1.4,2.1,1.9
1.4,1.4,1.9,2
1.4,1.4,2,1.9
1.4,1.3,1.9,1.9
1.3,1.3,1.9,2.2
1.3,0.9,2.2,1.9
0.9,0.8,1.9,1.6
0.8,1,1.6,1.9
1,5.4,1.9,3.9
5.4,3.9,3.9,3.6
3.9,5.7,3.6,4
5.7,16.7,4,6.7
16.7,3.3,6.7,3.7
3.3,2.2,3.7,2.8
2.2,2.1,2.8,2.6
2.1,5.1,2.6,3.7
5.1,88,3.7,12.6
88,8.6,12.6,6.2
8.6,3.5,6.2,4.5
3.5,4.3,4.5,4.7
4.3,8.7,4.7,6.4
8.7,2.4,6.4,3.9
2.4,1.6,3.9,3.1
1.6,1.1,3.1,2.7
1.1,1,2.7,2.3
1,1.2,2.3,2.4
1.2,0.8,2.4,2.1
0.8,0.7,2.1,1.9
0.7,0.8,1.9,1.9
0.8,1.1,1.9,2.4
1.1,1.2,2.4,2.5
1.2,0.9,2.5,2.2
0.9,0.8,2.2,2
0.8,0.7,2,1.9
0.7,0.6,1.9,1.8
0.6,0.5,1.8,1.8
0.5,0.6,1.8,1.8
0.6,0.6,1.8,1.7
0.6,0.5,1.7,1.6
0.5,0.5,1.6,1.6
0.5,0.4,1.6,1.5
0.4,0.5,1.5,1.6
0.5,0.7,1.6,1.9
0.7,15.4,1.9,4.2
15.4,60.2,4.2,10.3
60.2,6.8,10.3,5.6
6.8,3.1,5.6,3.8
3.1,2.2,3.8,3.4
2.2,1.7,3.4,3.1
1.7,1.5,3.1,2.9
1.5,1.4,2.9,2.8
1.4,1.3,2.8,2.9
1.3,1.2,2.9,2.8
1.2,1.1,2.8,2.7
1.1,1.1,2.7,2.7
1.1,2.6,2.7,3.7
2.6,3.9,3.7,4
3.9,1.7,4,3
1.7,1.1,3,2.6
1.1,1,2.6,2.6
1,1.1,2.6,2.7
1.1,1.3,2.7,2.9
1.3,2,2.9,3.4
2,4.8,3.4,4.5
4.8,3.1,4.5,4.1
3.1,2.5,4.1,3.8
2.5,4.3,3.8,4.7
4.3,8,4.7,5.4
8,2.8,5.4,4
2.8,2.8,4,3.9
2.8,6.9,3.9,5.2
6.9,141.4,5.2,10.9
141.4,94.8,10.9,14.9
94.8,13.1,14.9,8.5
13.1,10.9,8.5,7.1
10.9,18.2,7.1,8.2
18.2,46.4,8.2,13.6
46.4,174.3,13.6,29.5
174.3,27.3,29.5,16.4
27.3,12.2,16.4,10.6
12.2,6.7,10.6,8.4
6.7,4.3,8.4,6.9
4.3,3.3,6.9,5.6
3.3,2.8,5.6,4.9
2.8,2.8,4.9,4.5
2.8,2.6,4.5,4.2
2.6,2,4.2,4.1
2,1.7,4.1,4
1.7,1.6,4,4
1.6,1.6,4,3.6
1.6,2.1,3.6,3.4
2.1,1.7,3.4,3.2
1.7,1.5,3.2,3
1.5,1.2,3,2.8
1.2,1,2.8,2.7
1,1.2,2.7,2.6
1.2,1.2,2.6,2.5
1.2,1.2,2.5,2.4
1.2,1,2.4,2.4
1,0.9,2.4,2.2
0.9,0.9,2.2,2.2
0.9,1.3,2.2,2.3
1.3,1,2.3,2.1
1,0.7,2.1,2
0.7,0.6,2,1.9
0.6,0.6,1.9,1.9
0.6,0.6,1.9,1.9
0.6,0.6,1.9,1.8
0.6,0.7,1.8,1.8
0.7,0.7,1.8,1.7
0.7,0.7,1.7,1.7
0.7,0.7,1.7,1.7
0.7,0.7,1.7,1.6
0.7,0.6,1.6,1.5
0.6,0.6,1.5,1.5
0.6,0.6,1.5,1.5
0.6,0.6,1.5,1.4
0.6,0.6,1.4,1.4
0.6,0.7,1.4,1.5
0.7,1.6,1.5,2.2
1.6,1.3,2.2,2.2
1.3,1.7,2.2,2.4
1.7,4.7,2.4,3.5
4.7,1.4,3.5,2.1
1.4,0.8,2.1,1.8
0.8,0.7,1.8,1.7
0.7,0.8,1.7,1.9
0.8,1.1,1.9,2
1.1,0.8,2,1.8
0.8,0.6,1.8,1.6
0.6,0.5,1.6,1.6
0.5,0.8,1.6,1.7
0.8,1.4,1.7,2.4
1.4,1.7,2.4,2.4
1.7,1.6,2.4,2.3
1.6,0.8,2.3,1.8
0.8,0.7,1.8,1.6
0.7,0.6,1.6,1.5
0.6,0.6,1.5,1.6
0.6,0.7,1.6,1.6
0.7,0.8,1.6,1.5
0.8,0.8,1.5,1.4
0.8,5.5,1.4,2
5.5,136.9,2,8.7
136.9,224.3,8.7,13.4
224.3,9,13.4,4.4
9,3.6,4.4,2.8
3.6,8.9,2.8,2.8
8.9,5.9,2.8,2.3
5.9,1.8,2.3,2
1.8,1.9,2,2.2
1.9,1.7,2.2,2
1.7,1.2,2,1.8
1.2,1,1.8,1.6
1,0.9,1.6,1.5
0.9,0.9,1.5,1.4
0.9,0.8,1.4,1.3
0.8,0.7,1.3,1.2
0.7,0.7,1.2,1.1
0.7,0.8,1.1,1.1
0.8,0.7,1.1,1.1
0.7,0.7,1.1,1.1
0.7,0.6,1.1,1
0.6,0.6,1,1.1
0.6,0.7,1.1,1.1
0.7,1.2,1.1,1.4
1.2,0.8,1.4,1.2
0.8,0.6,1.2,1.1
0.6,0.6,1.1,1
0.6,1.5,1,1.5
1.5,0.9,1.5,1.2
0.9,0.7,1.2,1
0.7,0.6,1,0.9
0.6,0.7,0.9,0.9
0.7,0.7,0.9,0.9
0.7,0.7,0.9,0.8
0.7,0.6,0.8,0.9
0.6,0.6,0.9,0.8
0.6,0.6,0.8,0.8
0.6,0.6,0.8,0.8
0.6,0.7,0.8,0.8
0.7,0.8,0.8,0.9
0.8,0.7,0.9,0.9
0.7,0.7,0.9,0.9
0.7,0.6,0.9,0.9
0.6,0.6,0.9,0.8
0.6,0.6,0.8,0.8
0.6,0.5,0.8,0.8
0.5,0.4,0.8,0.5
0.4,0.4,0.5,0.6
0.4,0.4,0.6,0.6
0.4,0.5,0.6,0.7
0.5,0.5,0.7,0.8
0.5,0.3,0.8,0.6
0.3,0.4,0.6,0.7
0.4,11.1,0.7,1.6
11.1,24.1,1.6,3.5
24.1,2.1,3.5,1.3
2.1,0.8,1.3,0.9
0.8,0.6,0.9,0.9
0.6,0.7,0.9,0.8
0.7,0.6,0.8,0.6
0.6,0.8,0.6,0.8
0.8,0.6,0.8,0.6
0.6,0.7,0.6,0.8
0.7,0.8,0.8,0.8
0.8,0.5,0.8,0.5
0.5,0.6,0.5,0.6
0.6,0.4,0.6,0.4
0.4,0.5,0.4,0.5
0.5,0.4,0.5,0.5
0.4,0.4,0.5,0.5
0.4,2.8,0.5,1.2
2.8,5.6,1.2,1.5
5.6,2.3,1.5,1.3
2.3,1.1,1.3,0.9
1.1,0.9,0.9,0.8
0.9,0.6,0.8,0.5
0.6,0.6,0.5,0.7
0.6,0.5,0.7,0.6
0.5,0.5,0.6,0.6
0.5,3.5,0.6,1.8
3.5,4.8,1.8,1.9
4.8,1,1.9,0.8
1,0.9,0.8,0.9
0.9,0.7,0.9,0.8
0.7,1.6,0.8,1.4
1.6,1,1.4,0.9
1,0.8,0.9,0.8
0.8,0.8,0.8,0.7
0.8,0.6,0.7,0.6
0.6,0.6,0.6,0.7
0.6,0.6,0.7,0.7
0.6,0.8,0.7,0.8
0.8,0.8,0.8,0.7
0.8,1.5,0.7,1.3
1.5,0.8,1.3,0.8
0.8,0.5,0.8,0.5
0.5,0.7,0.5,0.8
0.7,0.7,0.8,0.6
0.7,0.8,0.6,0.7
0.8,3.5,0.7,1
3.5,0.7,1,0.5
0.7,0.7,0.5,0.6
0.7,0.6,0.6,0.6
0.6,0.5,0.6,0.6
0.5,0.4,0.6,0.5
0.4,0.5,0.5,0.6
0.5,0.5,0.6,0.6
0.5,0.5,0.6,0.6
0.5,0.4,0.6,0.5
0.4,0.4,0.5,0.6
0.4,0.4,0.6,0.7
0.4,0.6,0.7,0.8
0.6,37.7,0.8,6
37.7,9.9,6,3.1
9.9,1.9,3.1,1.3
1.9,0.9,1.3,1
0.9,0.7,1,0.9
0.7,0.7,0.9,0.8
0.7,0.6,0.8,0.8
0.6,0.5,0.8,0.6
0.5,0.8,0.6,0.8
0.8,0.4,0.8,0.6
0.4,0.5,0.6,0.7
0.5,0.4,0.7,0.7
0.4,0.4,0.7,0.8
0.4,0.4,0.8,0.6
0.4,0.3,0.6,0.5
0.3,0.5,0.5,0.7
0.5,0.6,0.7,1
0.6,0.6,1,0.9
0.6,0.7,0.9,1.1
0.7,3,1.1,2.3
3,1.3,2.3,1.4
1.3,3.6,1.4,2.3
3.6,2.3,2.3,1.8
2.3,4.2,1.8,2.5
4.2,2.2,2.5,2.1
2.2,1,2.1,1.5
1,3.1,1.5,2.5
3.1,2.7,2.5,2.1
2.7,1.5,2.1,1.9
1.5,1.1,1.9,1.7
1.1,6.7,1.7,3.5
6.7,10.2,3.5,4.3
10.2,5,4.3,3.3
5,2,3.3,2.1
2,1.1,2.1,1.6
1.1,0.8,1.6,1.3
0.8,0.7,1.3,1.1
0.7,0.6,1.1,1.1
0.6,0.6,1.1,1.2
0.6,0.8,1.2,1.3
0.8,1.1,1.3,1.6
1.1,0.8,1.6,1.3
0.8,0.5,1.3,1.1
0.5,0.4,1.1,1
0.4,0.4,1,1
0.4,0.4,1,1.1
0.4,0.4,1.1,1
0.4,0.5,1,1.1
0.5,0.5,1.1,1
0.5,0.5,1,1.2
0.5,0.4,1.2,1
0.4,0.3,1,1
0.3,0.3,1,1
0.3,0.3,1,1.1
0.3,2.3,1.1,2.2
2.3,5.3,2.2,3.2
5.3,6.3,3.2,3.8
6.3,15.4,3.8,4.9
15.4,3.5,4.9,3
3.5,1.7,3,2.3
1.7,1.1,2.3,2
1.1,1.3,2,2.1
1.3,1,2.1,1.9
1,0.8,1.9,1.7
0.8,0.7,1.7,1.6
0.7,0.8,1.6,1.6
0.8,0.7,1.6,1.5
0.7,0.6,1.5,1.5
0.6,0.8,1.5,1.6
0.8,0.6,1.6,1.4
0.6,0.6,1.4,1.4
0.6,0.5,1.4,1.4
0.5,0.5,1.4,1.4
0.5,0.5,1.4,1.4
0.5,0.6,1.4,1.4
0.6,0.5,1.4,1.4
0.5,0.5,1.4,1.3
0.5,0.5,1.3,1.3
0.5,0.5,1.3,1.3
0.5,0.5,1.3,1.3
0.5,0.6,1.3,1.4
0.6,42.2,1.4,6
42.2,18.7,6,5
18.7,2.3,5,2.5
2.3,1.3,2.5,2.1
1.3,0.9,2.1,1.9
0.9,0.8,1.9,1.7
0.8,0.7,1.7,1.6
0.7,0.6,1.6,1.5
0.6,1.5,1.5,2.4
1.5,1.7,2.4,2.5
1.7,3.3,2.5,3.4
3.3,6.6,3.4,4.2
6.6,2.1,4.2,2.8
2.1,1.3,2.8,2.4
1.3,1.3,2.4,2.4
1.3,19.6,2.4,5.6
19.6,102.8,5.6,11.3
102.8,61.6,11.3,13.2
61.6,8,13.2,6.4
8,3.4,6.4,4.3
3.4,2.6,4.3,3.7
2.6,2,3.7,3.3
2,2.3,3.3,3.5
2.3,1.9,3.5,3.2
1.9,2.6,3.2,3.7
2.6,2.5,3.7,3.7
2.5,5.3,3.7,4.9
5.3,8.3,4.9,5.5
8.3,2.5,5.5,3.7
2.5,1.7,3.7,3.1
1.7,1.4,3.1,2.8
1.4,1.2,2.8,2.5
1.2,1,2.5,2.5
1,0.9,2.5,2.4
0.9,0.9,2.4,2.2
0.9,0.8,2.2,2.2
0.8,1.4,2.2,2.8
1.4,1.8,2.8,3.1
1.8,1.1,3.1,2.6
1.1,0.9,2.6,2.4
0.9,0.9,2.4,2.4
0.9,1.2,2.4,2.7
1.2,2.4,2.7,3.4
2.4,2.3,3.4,3.3
2.3,1.4,3.3,2.8
1.4,1,2.8,2.5
1,1,2.5,2.4
1,0.9,2.4,2.3
0.9,0.8,2.3,2.2
0.8,0.8,2.2,2.1
0.8,0.8,2.1,2.1
0.8,0.8,2.1,2
0.8,0.7,2,2
0.7,0.7,2,2
0.7,0.7,2,1.9
0.7,0.6,1.9,1.8
0.6,0.7,1.8,1.8
0.7,0.6,1.8,1.8
0.6,0.6,1.8,1.8
0.6,0.6,1.8,1.8
0.6,20.5,1.8,4.4
20.5,20.2,4.4,5.5
20.2,3.1,5.5,3.5
3.1,13.5,3.5,5.9
13.5,9.2,5.9,5.5
9.2,72.1,5.5,11.5
72.1,93.4,11.5,15.6
93.4,335.8,15.6,27.9
335.8,20.2,27.9,14
20.2,9.5,14,8.9
9.5,6.4,8.9,7.1
6.4,4.4,7.1,5.9
4.4,3.4,5.9,5.1
3.4,138,5.1,11.8
138,34.9,11.8,13.9
34.9,8.3,13.9,9.2
8.3,3.6,9.2,7.5
3.6,32.1,7.5,13.2
32.1,15.8,13.2,11.5
15.8,8.4,11.5,8.9
8.4,6.7,8.9,8.1
6.7,7.5,8.1,8.6
7.5,6.5,8.6,8.1
6.5,5.3,8.1,7.4
5.3,21.7,7.4,9.3
21.7,9.5,9.3,7.3
9.5,8.6,7.3,7.1
8.6,23.8,7.1,9.8
23.8,21.8,9.8,10.3
21.8,26,10.3,11.5
26,13.7,11.5,9
13.7,10.1,9,8.1
10.1,19.4,8.1,9.4
19.4,65.1,9.4,14.6
65.1,20.3,14.6,12
20.3,12.4,12,10.3
12.4,6,10.3,8.8
6,6.2,8.8,7.4
6.2,20.9,7.4,11.1
20.9,14.1,11.1,11.4
14.1,6.9,11.4,8.5
6.9,4.2,8.5,7.1
4.2,6.5,7.1,8
6.5,50.7,8,15.2
50.7,23.2,15.2,13.6
23.2,11,13.6,10.1
11,6.8,10.1,7.9
6.8,5.3,7.9,6.9
5.3,4.3,6.9,6.3
4.3,3.3,6.3,5.5
3.3,3.3,5.5,5
3.3,3.7,5,4.7
3.7,3.2,4.7,4.4
3.2,3,4.4,4.5
3,2.5,4.5,4.1
2.5,2.2,4.1,3.8
2.2,2,3.8,3.7
2,1.8,3.7,3.5
1.8,1.7,3.5,3.4
1.7,2.4,3.4,3.3
2.4,1.8,3.3,3.2
1.8,1.7,3.2,3
1.7,1.4,3,2.9
1.4,1.3,2.9,2.8
1.3,1.2,2.8,2.7
1.2,1.3,2.7,2.7
1.3,1.2,2.7,2.6
1.2,1.2,2.6,2.6
1.2,1.1,2.6,2.4
1.1,1.1,2.4,2.4
1.1,1.1,2.4,2.2
1.1,1,2.2,2.1
1,1,2.1,2.1
1,1,2.1,2
1,0.9,2,2
0.9,0.9,2,1.9
0.9,0.8,1.9,1.9
0.8,0.7,1.9,1.8
0.7,0.6,1.8,1.8
0.6,0.7,1.8,1.8
0.7,0.7,1.8,1.7
0.7,0.7,1.7,1.7
0.7,1.5,1.7,2.3
1.5,0.9,2.3,1.9
0.9,0.7,1.9,1.8
0.7,0.6,1.8,1.7
0.6,0.6,1.7,1.7
0.6,0.6,1.7,1.6
0.6,0.7,1.6,1.6
0.7,0.6,1.6,1.5
0.6,0.6,1.5,1.5
0.6,0.6,1.5,1.4
0.6,0.7,1.4,1.4
0.7,0.7,1.4,1.4
0.7,0.8,1.4,1.6
0.8,0.8,1.6,1.7
0.8,0.7,1.7,1.5
0.7,0.6,1.5,1.4
0.6,0.6,1.4,1.5
0.6,0.5,1.5,1.4
0.5,0.5,1.4,1.4
0.5,0.6,1.4,1.4
0.6,0.6,1.4,1.3
0.6,0.6,1.3,1.3
0.6,3.2,1.3,2.2
3.2,6.3,2.2,3
6.3,1.3,3,1.8
1.3,0.6,1.8,1.6
0.6,0.5,1.6,1.4
0.5,0.6,1.4,1.3
0.6,0.6,1.3,1.2
0.6,0.6,1.2,1.2
0.6,0.6,1.2,1.2
0.6,0.6,1.2,1.2
0.6,0.6,1.2,1.1
0.6,0.6,1.1,1.1
0.6,1,1.1,1.5
1,0.7,1.5,1.2
0.7,0.7,1.2,1.2
0.7,0.5,1.2,1.1
0.5,0.4,1.1,1.1
0.4,0.4,1.1,1.1
0.4,0.5,1.1,1
0.5,0.5,1,0.9
0.5,0.4,0.9,0.9
0.4,0.4,0.9,0.9
0.4,0.4,0.9,0.9
0.4,0.5,0.9,0.9
0.5,2.5,0.9,1.6
2.5,6.3,1.6,2
6.3,2.2,2,1.7
2.2,4,1.7,2.2
4,3.8,2.2,2.2
3.8,1.7,2.2,1.6
1.7,6.9,1.6,3
6.9,15.7,3,4.7
15.7,7,4.7,2.9
7,2.4,2.9,1.8
2.4,5.6,1.8,2.4
5.6,145.4,2.4,12
145.4,10.4,12,4.5
10.4,4.8,4.5,3.1
4.8,3.1,3.1,2.6
3.1,2.3,2.6,2.3
2.3,2.1,2.3,2.2
2.1,1.6,2.2,1.8
1.6,1.4,1.8,1.7
1.4,1.3,1.7,1.6
1.3,1.2,1.6,1.4
1.2,1.2,1.4,1.3
1.2,1.1,1.3,1.2
1.1,1.4,1.2,1.4
1.4,2.8,1.4,1.8
2.8,1.4,1.8,1.4
1.4,1,1.4,1.2
1,0.9,1.2,1.1
0.9,1.1,1.1,1.2
1.1,1,1.2,1.1
1,0.9,1.1,0.9
0.9,0.8,0.9,0.8
0.8,1.2,0.8,1
1.2,0.9,1,0.9
0.9,0.8,0.9,0.9
0.8,1,0.9,1.1
1,0.8,1.1,0.9
0.8,0.8,0.9,0.8
0.8,0.7,0.8,0.8
0.7,0.6,0.8,0.8
0.6,0.5,0.8,0.7
0.5,0.6,0.7,0.8
0.6,0.8,0.8,1.1
0.8,0.9,1.1,1.2
0.9,0.6,1.2,0.9
0.6,0.6,0.9,0.8
0.6,0.7,0.8,0.9
0.7,0.7,0.9,0.8
0.7,0.6,0.8,0.7
0.6,0.5,0.7,0.7
0.5,0.4,0.7,0.5
0.4,0.5,0.5,0.7
0.5,0.9,0.7,1.1
0.9,0.7,1.1,1.1
0.7,0.4,1.1,0.7
0.4,0.5,0.7,0.8
0.5,0.3,0.8,0.6
0.3,0.4,0.6,0.6
0.4,0.4,0.6,0.6
0.4,0.6,0.6,0.8
0.6,1.3,0.8,1.6
1.3,0.8,1.6,1.1
0.8,0.6,1.1,0.9
0.6,0.4,0.9,0.7
0.4,0.4,0.7,0.7
0.4,0.4,0.7,0.6
0.4,0.4,0.6,0.6
0.4,0.3,0.6,0.6
0.3,0.4,0.6,0.6
0.4,0.3,0.6,0.6
0.3,0.4,0.6,0.7
0.4,0.7,0.7,1.1
0.7,1,1.1,1.5
1,0.7,1.5,1.1
0.7,0.6,1.1,1
0.6,0.6,1,0.9
0.6,0.5,0.9,0.8
0.5,0.6,0.8,0.8
0.6,0.5,0.8,0.7
0.5,0.7,0.7,1
0.7,0.7,1,1.1
0.7,0.5,1.1,0.9
0.5,0.5,0.9,0.8
0.5,0.5,0.8,0.8
0.5,0.4,0.8,0.7
0.4,0.5,0.7,0.9
0.5,1,0.9,1.6
1,5.6,1.6,3.2
5.6,34.6,3.2,10.7
34.6,1.9,10.7,2.6
1.9,0.7,2.6,1.6
0.7,0.5,1.6,1.2
0.5,0.4,1.2,1
0.4,0.3,1,0.9
0.3,0.3,0.9,0.9
0.3,0.3,0.9,0.8
0.3,0.3,0.8,0.8
0.3,0.3,0.8,0.8
0.3,0.3,0.8,0.8
0.3,0.3,0.8,0.8
0.3,0.3,0.8,0.8
0.3,0.3,0.8,0.7
0.3,0.4,0.7,0.7
0.4,0.4,0.7,0.7
